,text,latitude,longitude,categoriaRotulo,Bairro
343,Http://t.co/yps7qn0rad: um militar da gnr suspeito de homicídio por negligência de um homem que furtava cobre... http://t.co/v4olcpccd9,-23.55902666,-46.64960937,Furto,BELA VISTA
344,Pa pum mais um homicídio 🔫,-23.51316458,-46.66773644,Homicídio,CASA VERDE
345,@euvinaband não só na frente mae. mas das autoridades. cade o estatuto da criança nestas horas. ser liberado de homicídio por ser primario,-23.6260677,-46.5936001,Homicídio,SACOMA
346,Http://t.co/sp3eejqt: de acordo com moradores próximos um forte mau cheiro estava sendo exalado do local e foi... http://t.co/dnbin6ob,-23.55902666,-46.64960937,Outros,BELA VISTA
347,"Http://t.co/sp3eejqt: o cadáver de um homem aparentado ter aproximadamente 30 anos, sem identificação, foi... http://t.co/vu5u1e1z",-23.55902666,-46.64960937,Outros,BELA VISTA
348,Http://t.co/sp3eejqt: prisão de rapaz soluciona crime ocorrido em 2008. janaina monteiro. um homicídio ocorrido em... http://t.co/sepbxq0c,-23.55902666,-46.64960937,Outros,BELA VISTA
349,"Estamos com você, andré. - http://t.co/6jbzrz8j sobre a tentativa de homicidio contra mais um homossexual em sp.",-23.5475,-46.63611,Homicídio,SE
350,"Homicídio, sequestro... e pegou só 3 anos... ê brasilzão...",-23.5944606,-46.76604,Homicídio,RAPOSO TAVARES
351,Http://t.co/sp3eejqt: dois policiais militares foram denunciados por homicídio qualificado pelo ministério público... http://t.co/pypousln,-23.55902666,-46.64960937,Homicídio,BELA VISTA
352,Polícia prende 16 motoristas por homicídio doloso em sp em 2011 http://t.co/wltixbg8,-23.5489433,-46.6388182,Homicídio,REPUBLICA
353,"Esta é a médium maria de deus, ela está sendo acusada de mais de 200 casos de assédio sexual em homens que foram no seu centro espiritual . próxima excursão,… https://t.co/briznpclqn",-23.65796927,-46.69604196,Assédio,CAMPO GRANDE
354,"Recap | br —   filho confessa ter matado homossexual a pauladas e mãe o leva à polícia - um adolescente de 17 anos confessou, à mãe, ter matado um homem de 40 anos que teria lhe feito um convite sexual. o assédio seguido do crime ... https://t.co/hbkirmwcaw",-23.45127825,-46.64245605,Outros,MANDAQUI
355,"Recap | br —   filho confessa ter matado homossexual a pauladas e mãe o leva à polícia - um adolescente de 17 anos confessou, à mãe, ter matado um homem de 40 anos que teria lhe feito um convite sexual. o assédio seguido do crime ... https://t.co/mhtwuy5pby",-23.45127825,-46.64245605,Assédio,MANDAQUI
356,Mwbr — mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/ufv8db4wgo,-23.45127825,-46.64245605,Assédio,MANDAQUI
357,"Pm q matou o adolescente na zn d sp esta preso, como tinha de estar. mas respondera por homicidio culposo? ele n assumiu o risco de matar n?",-23.52794261,-46.68616624,Outros,PERDIZES
358,Http://t.co/yps7qn0rad: um segundo homem foi detido pela polícia acusado de participar da tentativa de homicídio... http://t.co/hrahjhgh4c,-23.55902666,-46.64960937,Homicídio,BELA VISTA
359,"Http://t.co/sp3eejqt: o autor confesso do triplo homicídio ocorrido num elevador de um prédio em queluz, sintra,... http://t.co/kxmqpwiw",-23.55902666,-46.64960937,Homicídio,BELA VISTA
360,"Http://t.co/sp3eejqt: denunciado por homicídio qualificado, o empresário de 81 anos – mais conhecido como nenê... http://t.co/c0co4zok",-23.55902666,-46.64960937,Homicídio,BELA VISTA
361,Motorista que atropelou criança em sp é indiciado por homicídio culposo http://t.co/kz6vawcq,-23.6,-46.7430556,Homicídio,VILA SONIA
362,“@veja: thor batista é indiciado por homicídio culposo http://t.co/cibfz96s” como se desse em algo ;(,-23.66482706,-46.69188223,Homicídio,CAMPO GRANDE
363,"Briga termina em tentativa de homicídio em sorocaba, sp http://t.co/cjhm9oeg",-23.5489433,-46.6388182,Homicídio,REPUBLICA
364,Polícia prende 16 motoristas por homicídio doloso em sp em 2011 http://t.co/5izzfvbw,-23.5489433,-46.6388182,Homicídio,REPUBLICA
365,"Após depor, nutricionista é indiciada por homicídio doloso, diz advogado http://bit.ly/ndnmsk",-23.570436,-46.68502,Homicídio,PINHEIROS
366,Jovem estuprada é acusada de homicídio do estuprador. http://t.co/ojowymfifq,-23.58021789,-46.59467901,Outros,MOOCA
367,Br-news : http://t.co/yps7qn0rad: o delegado paulo henrique martins de castro pediu a prisão preventiva do... http://t.co/8gbubsu3mv,-23.55902666,-46.64960937,Outros,BELA VISTA
368,"Mais um vez eu sofro a porra desse assédio sexual no metrô, terceira… https://t.co/b0qz7ahhs7",-23.52486664,-46.66698438,Assédio,BARRA FUNDA
369,Conversando com a tv câmara são paulo sobre assédio sexual no ambiente de trabalho! a matéria é… https://t.co/pbwlji6zla,-23.55059742,-46.64099444,Assédio,REPUBLICA
370,Mwbr — mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/pvzhatjyl7,-23.45127825,-46.64245605,Assédio,MANDAQUI
371,Mais um homicídio...,-23.5379015,-46.5105782,Homicídio,VILA MATILDE
372,"""@veja: policial que matou médico em dp será indiciado por homicídio http://t.co/qac5899opv"" dupla penetração perigosaaaaaa",-23.6017628,-46.7270264,Homicídio,VILA SONIA
373,"Nesses casos, se agente queria matar, por exemplo, responderá por tentativa de homicídio",-23.55107065,-46.69097008,Homicídio,PINHEIROS
374,"Br-news : http://t.co/yps7qn0rad: acusado de tentativa de homicídio, rogério teixeira pacheco, 39 anos, foi... http://t.co/api0dbovn0",-23.55902666,-46.64960937,Homicídio,BELA VISTA
375,Http://t.co/yps7qn0rad: após o caso da morte do assassinato de uma prostituta e de um homem que a vigiava dentro... http://t.co/wexrfmskb5,-23.55902666,-46.64960937,Homicídio,BELA VISTA
376,Http://t.co/yps7qn0rad: o tribunal de ponta delgada condenou nesta segunda-feira a 20 anos de prisão o taxista... http://t.co/fmmw9utwmx,-23.55902666,-46.64960937,Outros,BELA VISTA
377,Http://t.co/yps7qn0rad: um militar da gnr suspeito de homicídio por negligência de um homem que furtava cobre... http://t.co/a5besghqpd,-23.55902666,-46.64960937,Homicídio,BELA VISTA
378,"Http://t.co/yps7qn0rad: homem foi preso por tentativa de homicídio na sc-405, bairro campeche. segundo a polícia... http://t.co/vwzuzsleec",-23.55902666,-46.64960937,Homicídio,BELA VISTA
379,Http://t.co/yps7qn0rad: cristian de souza é acusado de atropelar e matar uma criança em 2010. foi o primeito... http://t.co/rcmnowif3n,-23.55902666,-46.64960937,Outros,BELA VISTA
380,"@giiponzoni o dono da boate vai ser julgado como homicídio culposo por que dexo entrar gente demais, e por isso muita gente morreu",-23.54775474,-46.699109,Homicídio,ALTO DE PINHEIROS
381,Http://t.co/sp3eejqt: pj detém suspeito de homicídio em caso de prostituição em albufeira. publicado. a polícia... http://t.co/lnuzvvcw,-23.55902666,-46.64960937,Homicídio,BELA VISTA
382,Http://t.co/sp3eejqt: a polícia civil indiciou 14 pessoas por homicídio qualificado pelo assassinato de seis jovens... http://t.co/vfx8wqbg,-23.55902666,-46.64960937,Homicídio,BELA VISTA
383,"Http://t.co/sp3eejqt: ... acusado de homicídio e assaltos foi morto em um terminal de ônibus, em caucaia, região... http://t.co/hebdqccj",-23.55902666,-46.64960937,Assalto,BELA VISTA
384,"Http://t.co/sp3eejqt: a mulher que matou na sexta-feira, em almada, o ex-companheiro, acusado de violência... http://t.co/repsosqc",-23.55902666,-46.64960937,Outros,BELA VISTA
385,Http://t.co/sp3eejqt: suspeito de tentativa de homicídio também foi preso durante operação. mulher que vendia drogas... http://t.co/qwd1istm,-23.55902666,-46.64960937,Homicídio,BELA VISTA
386,Liberdade já rt“@estadao: sp: comerciante reage a assalto e mata bandidos. acabou preso http://t.co/knr2dxc”,-23.6848685,-46.68058221,Assalto,CAMPO GRANDE
387,Solta logo esse cara....“@estadao: sp: comerciante reage a assalto e mata bandidos. foi preso http://t.co/gmnmteyz”,-23.57387007,-46.69815931,Assalto,PINHEIROS
388,Homem que invadiu defensoria responderá por tentativa de homicídio http://t.co/3xb1spys,-23.5266995,-46.6343336,Homicídio,BOM RETIRO
389,@danicontin mas e homicidio que ele responder por ter dirigido e capotado seu carro matando um?,-23.56214651,-46.75577354,Homicídio,RIO PEQUENO
390,Polícia prende 16 motoristas por homicídio doloso em sp em 2011 http://t.co/islksl5l,-23.5489433,-46.6388182,Homicídio,REPUBLICA
391,@sombra97fm sombra eu acho que é exatamente o caso... tentativa de homicídio com ctza,-23.50060599,-46.61210422,Homicídio,VILA GUILHERME
392,“@folha_com: dono de porsche diz que não estava bêbado e acelerou por medo. http://t.co/ktyrlfr” ahh conta outra! homicídio doloso sem medo.,-23.50066882,-46.68634486,Homicídio,LIMAO
393,Que paulada. não foi falta. foi tentativa de homicídio. rt @nflbrasil: dos males o menor... pelo menos o te saiu andando de campo!,-23.52538117,-46.73801727,Homicídio,VILA LEOPOLDINA
394,Motorista que atropelou criança em sp é indiciado por homicídio culposo http://t.co/djyzafxe,-23.6,-46.7430556,Acidente,VILA SONIA
395,Homicídio  @ banca bernardino http://t.co/2k4kpmdg,-23.57258825,-46.64213947,Homicídio,BELA VISTA
396,"Homem é preso por tentantiva de homicídio em tietê, sp http://t.co/bwj5tzfc",-23.5489433,-46.6388182,Homicídio,REPUBLICA
397,"@isabelaxavier era motorista da mãe do lucas, a mais de 15 anos. ai não sabem se foi tentativa de homicídio ou assalto mesmo",-23.55711,-46.67742,Outros,JARDIM PAULISTA
398,Polícia prende 16 motoristas por homicídio doloso em sp em 2011 http://t.co/p5qalact,-23.5489433,-46.6388182,Homicídio,REPUBLICA
399,Polícia diz que laudo definirá se dono de bufê responderá por homicídio http://bit.ly/obya9b,-23.5489433,-46.6388182,Homicídio,REPUBLICA
400,Mwbr — mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/q87xhetuh6,-23.45127825,-46.64245605,Assédio,MANDAQUI
401,Br —  mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/hfm0aiatap,-23.51992251,-46.6809082,Assédio,BARRA FUNDA
402,Eatou sofrendo assédio sexual aqui no trampo,-23.54498893,-46.74841897,Assédio,JAGUARE
403,"Cliente reage a assalto e bandido leva a pior em são paulo. em são paulo, brazil https://t.co/cojurekmk6",-23.55,-46.6333,Assalto,SE
404,"Assalto ao banco da espanha em são matheus , lado leste https://t.co/ai3xwllcec",-23.6157858,-46.4785144,Assalto,SAO MATEUS
405,Br —  mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/ohffxau3tu,-23.51992251,-46.6809082,Assédio,BARRA FUNDA
406,Tô sofrendo assédio sexual socorro,-23.4962042,-46.6482692,Assédio,CASA VERDE
407,"Assalto em saidinha de banco na av. maciel monteiro em artur alvim. 

video: filipe bradin em arthur alvim https://t.co/yg04a4khmh",-23.5293411,-46.5929526,Assalto,VILA MARIA
408,"*assalto com refém em santo andré* 🚨🚨

a ocorrência aconteceu na rua apalaches no parque novo oratório em santo andré, onde três individuais fizeram uma idosa como refém a polícia foi acionada no local que também… https://t.co/u7krhk5nol",-23.55,-46.6333,Assalto,SE
409,"Mais um assalto na linha 6062/51 jd. castro alves - terminal santo amaro. 
dessa vez com tiros.
até quando isso vai acontecer governador?
porque os assaltos estão sendo no mesmo local,… https://t.co/8qhwxefxgy",-23.74109568,-46.68569432,Assalto,GRAJAU
410,"Todos sabem que eu era do home care, mas devido a demanda de pacientes e a minha segurança pessoal foi comprometida(assalto), chorei muito e desisti do home care! estava ficando… https://t.co/joh5iy0tu8",-23.55756,-46.64999,Assalto,BELA VISTA
411,Assalto agora na faria lima com leopoldo couto de magalhães ficar atento em faria lima square https://t.co/wbfeoak8vy,-23.5884,-46.68227,Assalto,ITAIM BIBI
412,Assalto à mão armada na rua santa cruz altura do hospital sepaco alerta em culau tour https://t.co/ncc0crmq7u,-23.64768771,-46.60900006,Assalto,SACOMA
413,"Aí vc chega em sampa e vê um assalto na sua frente... lembra do assalto pelo qual passou... se sente impotente... sente, aliás, um montão d coisas... e 🙁🙁🙁🙁🙃🙃🙃🙃😑😑😑😑😯😯😯😯😕😕😕😕😞 em são paulo,… https://t.co/cgjjd38tjk",-23.55,-46.6333,Assalto,SE
414,"Pm da rota aposentado reage a assalto e mata criminoso na vila salete, zona leste de sp
.
.
policial militar da rota aposentado reage a assalto e mata bandido na região da penha, na zona… https://t.co/ilt5hbzhpf",-23.52154,-46.52925,Assalto,PENHA
415,Assalto na porta de casa e foda!!!!! em minha humilde residencia https://t.co/9lnumvoeoj,-23.49585229,-46.67650774,Assalto,LIMAO
416,"Tentativa de assalto, arma na cara mas o importante é que saímos de mais uma! melhor sala!… https://t.co/iwt1f2ohnf",-23.59835809,-46.63197398,Assalto,VILA MARIANA
417,Fim de semana de fortes emoções. lamen delicia após tentativa de assalto. não é nenhum vagabundo… https://t.co/r9knjz6em5,-23.55973294,-46.63489342,Assalto,LIBERDADE
418,"Tô no hospital, sofri uma tentativa de assalto agorinha pouco, o cara com uma faca tentou pegar… https://t.co/m57zgpyyee",-23.55,-46.6333,Assalto,SE
419,"@g1 não seria melhor escrever: menor bandido , deixa a arma cair durante assalto, e a pm manda ele ir visitar o capeta mais cedo???",-23.51552,-46.42934,Assalto,VILA CURUCA
420,Assalto ao carro forte no extra em são josé nesse momento @ sao jose https://t.co/wgprztbzc2,-23.74094715,-46.7072267,Assalto,CIDADE DUTRA
421,"Violência sem parar!
imagens do tiroteio durante assalto ao hiper… https://t.co/rwwn92tzst",-23.54169553,-46.61915687,Assalto,BRAS
422,"A agenda cristã na arena pública está sendo tomada de assalto.
o discurso de ódio e de… https://t.co/ejqso07mxi",-23.55209916,-46.53813281,Assalto,CARRAO
423,"Mãos para o alto
três e vinte foi um assalto
mãos para o alto
pirata do… https://t.co/7dmf9ezkp8",-23.53202494,-46.66170608,Assalto,BARRA FUNDA
424,Assalto parte ii do dia 😱😱😱.... (@ companhia da gastronomia aeroporto congonhas) https://t.co/h66ogdzsxp,-23.624673,-46.660357,Assalto,CAMPO BELO
425,@gazetaesportiva depois do assalto de ontem lá no maracanã?😠,-23.54170848,-46.61967594,Assalto,BRAS
426,@uma_lilly bem isso. estava rolando muito assalto lá. não dava pra ficar moscando com câmera e tals ;/,-23.53275,-46.731571,Assalto,VILA LEOPOLDINA
427,"@batmaaninja ainda to revoltada do assalto que a gente sofreu, isso é um absurdo",-23.58833975,-46.72750027,Assalto,VILA SONIA
428,Nunca mais reajo a um assalto.. podia ter sido pior .. mas deus é bom e nada aconteceu cmg !,-23.56511355,-46.603221,Assalto,MOOCA
429,Let's go. após uma tentativa de assalto por dois adolescentes continuo a… https://t.co/li8v3oxv3t,-23.54489764,-46.64003297,Assalto,REPUBLICA
430,"Assalto (@ pão de açúcar - @paodeacucar in são paulo, sp) https://t.co/yt1j0jxfhs",-23.64491732,-46.67356968,Assalto,SANTO AMARO
431,Achei que nunca mais ia passar por isso de assalto de novo,-23.50095405,-46.71397942,Assalto,PIRITUBA
432,Ta tendo assalto aqui na rua,-23.5230634,-46.524019,Assalto,PENHA
433,É so assalto e morte. so isso que se vê na sabará,-23.6915119,-46.68093945,Assalto,CAMPO GRANDE
434,"Cheguei, hj to super cansada, e sem fala que me livrei de um assalto😧",-23.5402286,-46.4292076,Assalto,JOSE BONIFACIO
435,“@danielgnews: assalto a carro forte com refém deixa um suspeito morto na barra funda. pm negocia soltura de vigilante!” tem cada uma...,-23.55645435,-46.53492577,Assalto,CARRAO
436,Caralho logo cedo assalto no busao man,-23.630084,-46.68467265,Assalto,SANTO AMARO
437,Que bosta acordar com a minha mãe chorando porque amigos dela foram fuzilados ao passar por perto de uma tentativa de assalto à banco.,-23.51660965,-46.46866168,Assalto,VILA JACUI
438,Revoltante!!! até quando??? =&gt;&gt; engenheira é morta em assalto em semáforo da rua vergueiro http://t.co/4plcsyamoc http://t.co/rcwtzyqea5,-23.48346857,-46.60104488,Assalto,TUCURUVI
439,"Pouco mais de um mês depois que fui assaltada, sofrer outra tentativa de assalto. tô precisando me benzer urgente.",-23.5910027,-46.5593093,Assalto,SAO LUCAS
440,"Ontem, quando fui assaltado no túnel ali do terminal lapa, não fiquei chocado com o assalto, fiquei chocado com a apatia das pessoas...",-23.4539162,-46.7092838,Assalto,BRASILANDIA
441,Teve assalto aqui na rua,-23.6130394,-46.6228721,Assalto,CURSINO
442,Eita nois logo um assalto na minha frente 😳,-23.58332164,-46.75146887,Assalto,RIO PEQUENO
443,Fui praticamente espancada em uma tentativa de assalto,-23.594615,-46.5005443,Assalto,SAO MATEUS
444,"Acabei de presenciar um assalto mal sucedido aki na rua, o ""ladrão"" vem assaltar com arma de brinquedo e ficou com medo pq o cara reagiu kkk",-23.4738831,-46.5643391,Assalto,JACANA
445,"Ontem logo teve assalto aqui no prédio da empresa, graças a deus não aconteceu nada e eles só roubaram que estavam na portaria",-23.553014,-46.6384133,Roubo,REPUBLICA
446,Menina nádea foi agredida numa tentativa de assalto =\,-23.4846655,-46.6003515,Assalto,TUCURUVI
447,Logo teve um assalto a casa dos coreano aqui do prédio k kkkkkkk,-23.53996549,-46.51140546,Assalto,VILA MATILDE
448,Eita a menor que assalto o prédio parece a bianca 😂😂😂,-23.5940584,-46.6197613,Assalto,IPIRANGA
449,Br —  mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/anx9zfdbad,-23.51992251,-46.6809082,Assédio,BARRA FUNDA
450,Br —  mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/dsunbmsrdg,-23.51992251,-46.6809082,Assédio,BARRA FUNDA
451,Acho que eu to sofrendo assédio sexual no trabalho 😐,-23.60986425,-46.66625082,Assédio,MOEMA
452,@palmitolopes vou te denunciar por assédio sexual 😱😤,-23.64089428,-46.64375003,Assédio,JABAQUARA
453,"Tentativa de assalto ao coronel reformado da policia militar.
 a ocorrência foi na data de ontem(13), na  rua agusta no centro de são paulo capital, o coronel foi atingido no braço passou por cirurgia e não corre… https://t.co/1svh9gl9gj",-23.65148,-46.68130552,Assalto,SANTO AMARO
454,"Tentativa de assalto: por volta das 2 da tarde deste domingo 16, bandidos tentaram roubar uma moto na avenida dr. eduardo cothing nas proximidades do shopping anália franco na zona leste… https://t.co/rxonzuh2mz",-23.5618674,-46.55935602,Assalto,VILA FORMOSA
455,Enche essa foto de like pq eu fugi de um assalto depois dela kkkkkkkk (rindo porém de nervoso)… https://t.co/2azhw9zibd,-23.544081,-46.642799,Assalto,REPUBLICA
456,"O assalto (@ teatro de arena eugênio kusnet in são paulo, sp) https://t.co/siapp1nael https://t.co/dxusdmjilk",-23.54695318,-46.64625943,Assalto,REPUBLICA
457,"Aí você tem uma noite conturbada, sofre uma tentativa de assalto, chega em casa são e salvo,… https://t.co/gze2ubo9wt",-23.53772079,-46.64744521,Assalto,SANTA CECILIA
458,"""paola, ele tá armado. corre."" diálogo após um quase assalto. (@ liberdade in são paulo, sp) https://t.co/oqflty83nd",-23.55732583,-46.63542443,Assalto,LIBERDADE
459,"Momento de pânico, assalto ao carro forte no extra de são josé hoje… https://t.co/druyfkijgs",-23.74094715,-46.7072267,Assalto,CIDADE DUTRA
460,"Após um quase assalto 😡 (@ paulista avenue in são paulo, sp) https://t.co/zjg8aq8uge",-23.55887552,-46.65973457,Assalto,JARDIM PAULISTA
461,"Assalto no posto shell..jaraguá ontem em taubaté.
157. foram 3 malas.. @ taubaté-sp https://t.co/s6lbqkapro",-23.58438086,-46.57052178,Assalto,VILA PRUDENTE
462,"Que assalto, que nojo.",-23.4755142,-46.6451204,Assalto,MANDAQUI
463,Pqp logo rolou um assalto aqi na porta de casa 😱😱,-23.6301058,-46.4585876,Assalto,SAO RAFAEL
464,Isso eh un assalto!,-23.5525956,-46.6529969,Assalto,CONSOLACAO
465,"Vi um assalto hoje, deu do da veia😐😩",-23.7846449,-46.7099337,Assalto,PARELHEIROS
466,Assalto a mão armada em itaquera!,-23.4911017,-46.44188478,Assalto,SAO MIGUEL
467,Começou o assalto na zona leste,-23.5760946,-46.7411553,Assalto,BUTANTA
468,Mwbr — mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/s41zvjxtvz,-23.45127825,-46.64245605,Assédio,MANDAQUI
469,Br —  mulheres relatam casos de assédio e violência durante parada lgbt - relatos de assédio sexual e agressões… https://t.co/agwfjknzxl,-23.51992251,-46.6809082,Assédio,BARRA FUNDA
470,🎊🎓🔨rt “@veja: três indianos são presos por assédio sexual em ônibus http://t.co/eatx3gqkyv”,-23.57841151,-46.62286924,Assédio,VILA MARIANA
471,Como lidar com assedio sexual no metrô?,-23.6488862,-46.7250955,Assédio,SANTO AMARO
472,De novo? “@ofuxico_oficial: fotógrafo de celebridades é acusado de assédio sexual http://t.co/zylb3tubxi”,-23.58819649,-46.73665817,Assédio,VILA SONIA
473,Issu é assedio sexual :(,-23.4718049,-46.6703928,Assédio,CACHOEIRINHA
474,"*policial militar reage a tentativa de assalto e alveja dois indivíduos em são paulo 

uma tentativa de asaalto na manha de hoje(8),  por volta das 04h33,  pela travessa eugenio melara - são miguel (área do 39º m) a… https://t.co/othfgazddg",-23.50773183,-46.44907247,Assalto,VILA JACUI
475,"Indivíduo rouba mulher mas acaba morto em trocas de tiros com a pm

o assalto aconteceu na avenida giovanni gronchi altura do número 635, quando um indivíduo efetuou o crime conhecido como saidinha de banco. ele… https://t.co/lxspc39nec",-23.55,-46.6333,Roubo,SE
476,"Primeira tentativa de assalto que sofro na avenida paulista. 💔 estou bem, mas que situação bosta.",-23.55041294,-46.65511225,Assalto,CONSOLACAO
477,"Guarda municipal impedi assalto e prende o envolvido

campinas sp👮🚔

na tarde desta quinta-feira,(20/11) um dos motociclistas da guarda municipal realizava fiscalização da zona azul em campinas quando um funcionário… https://t.co/at4mmnrfop",-23.55,-46.6333,Assalto,SE
478,"Vigilante age rápido e evita tentativa de assalto em um posto de combustível, no posto shell da av. morumbi em são paulo. o crime aconteceu dia(28), porém as imagens só foram divulgadas só agora. em são paulo, brazil https://t.co/rxgj5tlnbh",-23.55,-46.6333,Assalto,SE
479,"Novo assalto do stf em são paulo, brazil https://t.co/a7jr8i7pdv",-23.55,-46.6333,Assalto,SE
480,"Tentativa de assalto: por volta das 2 da tarde deste domingo 16, bandidos tentaram roubar uma moto na avenida dr. eduardo cothing nas proximidades do shopping anália franco na zona leste… https://t.co/xymcpesami",-23.5618674,-46.55935602,Assalto,VILA FORMOSA
481,Mãe pm reage a assalto e mata ladrão na porta da escola https://t.co/7yjhz2cn3o,-23.4932374,-46.6271061,Assalto,SANTANA
482,"Assalto ontem no espetinho 🍢do boa vista indivíduo chega por traz na maior covardia ""veja as… https://t.co/2s6z6vimye",-23.4967272,-46.6862225,Assalto,FREGUESIA DO O
483,Tomando de assalto... @ renaissance são paulo hotel https://t.co/rxrn4qfpcd,-23.55859787,-46.66196108,Assalto,JARDIM PAULISTA
484,"Em casa são e salva depois de fugir de um assalto!!! (@ edifício lohengrin in são paulo, sao paulo) https://t.co/exvs323ayg",-23.56742682,-46.6352548,Assalto,LIBERDADE
485,@blogmundocao_ e bem na hora q estávamos indo pro estacionamento tava rolando um assalto o.o,-23.53150042,-46.65466932,Assalto,SANTA CECILIA
486,"Após um dia tenso devido ao assalto tive uma noite perfeita, prestigiei mais uma vez a excelente… https://t.co/7s7xjm4rh9",-23.5433555,-46.64796575,Assalto,CONSOLACAO
487,"Acabei de presenciar um assalto (@ barra funda - @sp_prefeitura in são paulo, sp) https://t.co/1bt6hpqqen",-23.52546011,-46.66748568,Assalto,BARRA FUNDA
488,Antes desse infeliz vir morar aqui na rua não tinha assalto não a rua era tão suave q dava p passar a noite na calçada,-23.4983093,-46.4497965,Assalto,VILA JACUI
489,"Bo pelo assalto da dê - triste experiência... (@ pc 04° dp in são paulo, sp) https://t.co/yhbecid5qg",-23.54663845,-46.66020155,Assalto,CONSOLACAO
490,Foi quase um assalto,-23.58727594,-46.64701777,Assalto,VILA MARIANA
491,Teve assalto aqui perto man 😐  ta foda viu,-23.67489472,-46.68781606,Assalto,CAMPO GRANDE
492,"Ainda chocado com o quase assalto q sofremos ontem, sorte q salvei a gnt",-23.67083379,-46.67550081,Assalto,CAMPO GRANDE
493,"Sãopaulo
tentativa de assalto na avenida paulista termina com um preso: http://t.co/sdbrlrvqrb http://t.co/liionlzxjw""",-23.5809736,-46.6414783,Assalto,VILA MARIANA
494,"O que falta acontecer comigo esse mês? já to me fudendo na facul, fiquei internado, perdi tudo no assalto e estou alone ✌ adorando esse ano.",-23.5879614,-46.7967739,Assalto,RAPOSO TAVARES
495,"Depois do assalto no trampo fiquei com uma sensaçao estranha, o clima ficou triste 😔",-23.6147214,-46.4911835,Assalto,SAPOPEMBA
496,Começou o assalto...,-23.5717512,-46.4007894,Assalto,CIDADE TIRADENTES
497,@harrysucke @cellbitwho @emisusenpai @reailynocare @grandeorca foi assalto a mão armada cara socrroeod,-23.45580051,-46.62854786,Assalto,TREMEMBE
498,Sampa ta foda. acabei de ver um assalto.,-23.5648605,-46.6524013,Assalto,BELA VISTA
499,Nois desce p pista p fazer o assalto,-23.48279701,-46.69855278,Assalto,FREGUESIA DO O
500,Fiquei na duvida de um possível assalto ahuahahahahaha,-23.54136454,-46.47147323,Assalto,ITAQUERA
501,@filhodoocriador foi tentativa de assalto ou temporal?,-23.59044742,-46.74077285,Assalto,VILA SONIA
502,"Quase fui assaltado hoje, terceira tentativa de assalto que sofro esse mês ¬¬ meu core fica a mil",-23.4070781,-46.7450708,Assalto,PERUS
503,@tavinhojnz galera já fica no choque do assalto,-23.55191074,-46.65661453,Assalto,CONSOLACAO
504,Ainda to com um pouco de trauma de assalto,-23.5142065,-46.4988698,Assalto,PONTE RASA
505,"@ebrasiliense @ybaraf ...prejudica comércio, favorece assalto de motoristas parados no trânsito favorece acidentes...",-23.6277984,-46.6489705,Assalto,SAUDE
506,Daqui a pouco começa um assalto aqui no ônibus,-23.6151029,-46.6270333,Assalto,SAUDE
507,Quando tem assalto na minha rua até samu o povo chama 👌😂 meu deus,-23.4967512,-46.447822,Assalto,SAO MIGUEL
508,É o legal é vc passar mal o dia todo e de noite ir do lado da sua  casa e sofre um assalto . :/:/ pior sensação,-23.6654,-46.7760567,Assalto,CAPAO REDONDO
509,"Prestou vestibular no assalto do busão, na agência bancária se tornou ladrão",-23.59202236,-46.48627778,Assalto,SAO MATEUS
510,Assalto em osasco http://t.co/mmhavsrbwp,-23.5943087,-46.7659867,Assalto,RAPOSO TAVARES
511,"Acabei de presenciar um assalto. 😖 parece que tudo que aconteceu comigo, voltou. aí que agonia/desespero/revolta! helloooo!! 😰",-23.52878122,-46.45916582,Assalto,ITAQUERA
512,O ônibus que eu estava foi assaltado e eu só fui saber que era um assalto depois do assalto,-23.6617116,-46.6788194,Assalto,CIDADE ADEMAR
513,Nossa hoje de manhã presenciei um assalto,-23.56181783,-46.69392402,Assalto,PINHEIROS
514,Que assalto da porra,-23.5229867,-46.6553468,Assalto,SANTA CECILIA
515,Não tirei o assalto de hoje da cabeça nem por um instante,-23.6662867,-46.7487126,Assalto,JARDIM SAO LUIS
516,Assalto a loja de ventiladores,-23.5386019,-46.4738687,Assalto,ITAQUERA
517,Acabei de ver um assalto na raposo 😁,-23.5893348,-46.76198567,Assalto,RAPOSO TAVARES
518,"Acabei de presenciar uma tentativa mal sucedida de assalto , com direito a perseguição da população e tiros contra os bandidos.",-23.64247153,-46.74079823,Assalto,JARDIM SAO LUIS
519,Assalto*,-23.7012934,-46.7889932,Assalto,JARDIM ANGELA
520,🌚🚘🌚 assalto na imigrantes,-23.4963843,-46.4125119,Assalto,VILA CURUCA
